x	y
31.853	0.105071788
31.886	0.111284986
31.919	0.114659405
31.953	0.115183877
31.986	0.11292193
32.019	0.107990677
32.053	0.100542659
32.086	0.090752758
32.119	0.078827098
32.153	0.065023638
32.186	0.049659504
32.219	0.033098598
32.253	0.015727336
32.286	-0.002039417
32.319	-0.019730773
32.353	-0.036836919
32.386	-0.052856598
32.419	-0.067323632
32.453	-0.07984829
32.486	-0.090162313
32.519	-0.098102863
32.553	-0.103543054
32.586	-0.106377643
32.619	-0.106570328
32.652	-0.104160726
32.686	-0.099242039
32.719	-0.091951624
32.752	-0.082453717
32.786	-0.070933846
32.819	-0.057619078
32.852	-0.042784129
32.886	-0.026765671
32.919	-0.010000911
32.952	0.007008544
32.986	0.023790758
33.019	0.039942558
33.052	0.055104408
33.086	0.068946265
33.119	0.081159556
33.152	0.091438672
33.186	0.099466663
33.219	0.104969163
33.252	0.107801134
33.286	0.107951581
33.319	0.105477053
33.352	0.100462373
33.385	0.093030762
33.419	0.083353434
33.452	0.071660776
33.485	0.058237972
33.519	0.04340756
33.552	0.027534489
33.585	0.011033273
33.619	-0.00565382
33.652	-0.022072306
33.685	-0.037762293
33.719	-0.052301758
33.752	-0.065360835
33.785	-0.076674932
33.819	-0.085986613
33.852	-0.093062527
33.885	-0.097742452
33.919	-0.099943313
33.952	-0.099651843
33.985	-0.096921275
34.019	-0.091855108
34.052	-0.084592618
34.085	-0.075298216
34.119	-0.06414818
34.152	-0.051333449
34.185	-0.037084756
34.218	-0.021730396
34.252	-0.005731661
34.285	0.010374412
34.318	0.026089356
34.352	0.041037927
34.385	0.054949074
34.418	0.067570073
34.452	0.078628654
34.485	0.087849752
34.518	0.094965983
34.552	0.099726019
34.585	0.101934908
34.618	0.101501717
34.652	0.098461528
34.685	0.092967057
34.718	0.085243975
34.752	0.075524236
34.785	0.064039097
34.818	0.051069381
34.852	0.036955078
34.885	0.022050839
34.918	0.006701715
34.951	-0.008736769
34.985	-0.0238871
35.018	-0.038372111
35.051	-0.051829297
35.085	-0.063899296
35.118	-0.074235485
35.151	-0.082563847
35.185	-0.088711072
35.218	-0.092566504
35.251	-0.09405911
35.285	-0.093178765
